document,sentence,label
ACK 1196,"Gig  racing,  horse  racing,  buying  and  selling  of  Fell  ponies,  Dales  ponies,  piebalds  and  skewbalds  and  painted  gypsy  ponies,  mongrels  and  workhorses  of  all  shapes  and  sizes.",I
FBR 3,"As  the  above  photograph  suggests,  American  artist,  photographer  and  video-maker  William  Wegman  has  rather  a  penchant  for  doggies  of  all  shapes  and  sizes,  and  his  work  is  positively  littered  with  them.",I
K1T 1800,"On  Saturday,  all  shapes  and  sizes  of  water  craft  go  under  the  hammer;  the  common  theme;  they're  all  from  another  age.",I
CKA 242,The  thin  end  of  the  wedge  is  that  this  chips  away  at  the  core  of  what  makes  union  unique:  it  is  a  game  for  all  shapes  and  sizes.,I
CAF 1348,From  the  platform  he  looks  out  over  a  sea  of  clowns  of  all  shapes  and  sizes  filling  the  incongruously  named  Place  St  Maur  des  Fosses  on  the  seafront  at  Bognor  Regis.,I
K1M 2144,They're  all  sorts  of  shapes  and  sizes.,I
B2W 9,Great  practical  achievements  jostle  with  the  expected  financial  and  administrative  problems  but  throughout  it  is  a  story  of  people  doing  their  very  best  to  improve  the  health  and  welfare  of  animals  of  all  shapes  and  sizes  and  in  all  circumstances.,I
HBD 51,In  her  spare  time  she  makes  and  decorates  cakes  of  different  shapes  and  sizes  for  all  occasions.,O
ACY 282,"Experiencing  a  latter  day  revolution  —  the  wheelbarrow  now  comes  in  many  shapes  and  sizes,  all  finely  tuned  to  suit  your  special  needs.",O
AYK 692,Guilt  comes  in  all  shapes  and  sizes.,I
BMU 15,"Breeze  O'Brien,  laden  with  parcels  of  all  shapes  and  sizes,  and  further  hampered  by  an  enormous  umbrella,  came  into  violent  collision,  not  once  but  many  times,  during  her  headlong  dash  up  the  hill.",I
HS0 312,It  stood  noticeably  prominent  amongst  a  room  full  of  competitors'  display  units  in  all  shapes  and  sizes.,I
A7F 507,B&Bs  come  in  all  shapes  and  sizes.,I
CGP 93,Curlers  in  all  different  shapes  and  sizes  are  available  in  Boots  —  just  remember  the  smaller  the  roller  the  tighter  the  curl.,I
A0P 940,"His  poetry  —  there  are  now  50  books  of  it,  no  less  —  comes  in  all  shapes  and  sizes,  all  colours  and  sounds,  except  the  muted.",I
EER 76,"Very  interesting  indeed,  as  a  keeper  of  a  large    of  goats  (all  shapes  and  sizes).",I
A7N 739,But   people  come  in  all  shapes  and  sizes . ’,I
A17 1481,"Watching  puppies  of  all  different  shapes  and  sizes,  hair  types  and  characters,  rushing  around  together  at  these  classes  is  great  fun,  and  they're  learning  how  to  be  dogs  and  human  companions  !",I
CBP 63,"There  is  a  very  wide  range  of  models  to  choose  from,  and  they  come  in  all  shapes,  sizes  and  prices.",I
ED0 10,"Transport,  too,  is  free  within  EURO  DISNEYLAND  —  it  comes  in  all  shapes  and  sizes  and  will  carry  you  from  one  ‘ land ’  to  another  amidst  a  riot  of  colourful  characters,  street  shows  and  parades.",I
K1M 3455,His  spider  nursery  is  packed  with  creepy  crawlies  of  all  shapes  and  sizes.,I
FRC 3031,On  a  shelf  at  the  top  of  the  cupboard  were  piled  paintings  of  all  shapes  and  sizes.,I
FBM 1386,Some  of  us  never  quite  come  to  terms  with  the  fact  that  penises  come  in  all  shapes  and  sizes.,I
B3K 65,"is  the  place  to  find  steam  locos  of  all  colours,  shapes  and  sizes.",I
ECH 811,"Hundreds  of  tests  were  done  by  all  sorts,  shapes,  and  sizes  of  student  volunteers  to  establish  the  validity  of  the  method,  which  was  then  used  to  assess  the  performance  of  a  rucksack  more  accurately  than  ever  before.",I
CGH 1791,"All-glass  tanks  are  available  in  a  wide  range  of  shapes  and  sizes  some  so  huge  that  it  is  easy  to  doubt  that  such  a  fragile  framework,  only  held  together  with  silicone  sealant  and  weighing  anything   1000  kilos  (2000  lb)  or  more  when  filled  and  stocked,  is  capable  of  withstanding  all  the  pressure  without  collapsing.",O
CHJ 178,People  come  in  all  shapes  and  sizes  and  rucksack  makers  often  have  to  aim  for  the  middle  ground  when  deciding  on  specifications.,I
HA2 3509,"They  came,  then,  in  all  shapes  and  sizes  these  female  Deacons,  like  policemen.",I
CEK 7600,"THIN,  fat,  young,  old  —  they  came  in  all  shapes  and  sizes  as  the  TODAY  Cellulite  Roadshow  was  launched  yesterday.",I
ACM 981,"There  were  dogs  of  all  shapes  and  sizes  at  the  kennels  —  but,  luckily,  no  Wolfhounds  or  Old  English  Sheepdogs.",I
BMY 1077,"Despite  the  breeding  of  dogs  into  such  a  variety  of  shapes  and  sizes  that  an  alien  visitor  to  our  planet  would  be  forgiven  for  thinking  them  all  to  be  different  species,  yet  these  miscellaneous  varieties  all  exhibit  the  same  essential  behavioural  tendencies  as  their  wolf  ancestors.",O
K5M 4305,"She  said  problems  for  parents  came  in  all  shapes  and  sizes,  adding  that  perhaps  too  many  of  them  emanated  from  ‘ that  flickering  box  in  the  corner  of  the  living  room ’.",I
HJD 717,"Outside  the  sheriff's  office,  the  men  dispersed  to  the  line  of  assorted  vehicles  of  all  shapes  and  sizes  which  were  parked  there.",I
K1W 3098,They  come  in  all  shapes  and  sizes.,I
H06 95,"Frigoverre  glass  containers  from  Spong  Housewares  come  in  all  shapes  and  sizes,  from  £1.75-£5.70.",I
CH1 3808,"They  come  in  all  shapes  and  sizes,  from  spacious  Queen  Anne  farmhouses  to  two-bedroom  bungalows.",I
K52 1424,NEW  pupils  at  a  dog  obedience  class  were  all  shapes  and  sizes  when  they  arrived  for  their  first  lesson  yesterday.,I
HHW 2857,"Effectively,  that  means  that  women  of  all  classes,  sizes,  shapes  and  backgrounds  are  prisoners  in  their  own  homes.",I
E9R 1199,"Crucial  to  the  centre  is  the  relaxed  atmosphere,  making  clients  of  all  shapes,  sizes  and  ages  feel  at  ease.",I
K1M 2151,I  love  all  their  different  shapes  and  sizes.,I
AML 458,It  is  characterised  by  being  almost  completely  treeless  and  by  having  an  almost  continuous  blanket  of  infertile  acid  bog  and  moorland  dotted  with  innumerable  lochs  of  all  shapes  and  sizes  and  bare  outcrops  of  the  underlying  acidic  Lewisian  gneiss.,I
CAU 614,"The  passengers  share  their  ride  with  holiday-makers'  bicycles,  fresh  vegetables,  or  miscellaneous  freight  of  all  shapes  and  sizes.",I
A0G 1382,"His  peewit,  he  said,  would  manifest  its  friendship  by  its  exemplary  conduct,  eating  insects  of  all  shapes  and  sizes  but  never  pecking  or  injuring  the  plants.",I
G25 550,Maps  come  in  all  shapes  and  sizes.,I
EX0 87,"Similarly,  experts  will  talk  about  Persian  carpets  and  Anatolian  (Turkish)  rugs,  regardless  of  the  fact  that  both  countries  produce  items  in  all  sizes,  shapes  and  designs;  this  is  probably  because  Persia  is  most  famous  for  its  magnificent  Court  carpets,  while  Anatolia  is  viewed  as  the  home  of  the  prayer  rug.",I
F9J 1198,"I  knew  that  both  picture  books  and  bookshops  came  in  all  shapes  and  sizes,  but  I  naively  assumed  we'd  simply  conquer  that  hurdle  with  some  stunning  innovative  design.",I
CKA 715,"Rugby  has  always  been  a  game  for  all  shapes  and  sizes  —  the  short  and  the  tall,  the  squat  and  the  big.",I
C9Y 50,"Although  I  thought  the  Callanetics  course  was  very  good  for  small  groups,  it  was  unsuitable  for  my  ladies  as  I  have  members  of  all  shapes  and  sizes,  whose  ages  range  from  14–83.",I
A6L 1980,She  envisaged  a  shop  where  cleansing  lotions  would  be  displayed  in  simple  bottles  of  all  shapes  and  sizes  and  which  would  contain  the  natural  ingredients  she  had  come  across  during  her  trips  to  remote  communities.,I
A0R 1144,They  came  in  all  shapes  and  sizes;  and  all  of  them  claimed  to  have  become  permanent  partners.,I
