document,sentence,label
K5J 575,Gerry  Collins  was  concerned  that  Thistle  had  shot  themselves  in  the  foot  again.,I
A4V 49,Dr  Clark  Brundin  of  Warwick  University  said:  ‘ We  did  not  say  at  our  meeting  in  Leeds  —  and  this  is  where  we  have  shot  ourselves  in  the  foot  —  that  no  government  is  going  to  meet  the  cost  of  higher  education.,I
BMB 191,"Businesses,  says  the  Institute  of  Practitioners  in  Advertising  in  its  press  ads,  are  shooting  themselves  in  the  foot  by  not  advertising  in  the  recession.",I
K5A 4521,It  is  true  that  there  were  unforeseen  obstacles  for  Hibs  to  overcome  —  not  least  of  which  was  an  ankle  injury  to  goalkeeper  Chris  Reid  who  was  stretchered  off  after  37  minutes  after  a  50-50  challenge  with  Colin  West  —  but  it  was  difficult  to  disagree  with  Alex  Miller's  belief  that  Hibs  shot  themselves  in  the  foot.,I
CH6 6661,"Comedian  Ernie  Wise,  a  next-door-neighbour,  said:  ‘ Poor  old  Frank  does  seem  to  keep  shooting  himself  in  the  foot.",I
AMY 980,Norris  earned  a  report  in  the   when  he  shot  off  his  foot  while  rabbiting).,L
K97 7533,BANKS  seem  to  have  become  experts  at  shooting  themselves  in  the  foot.,I
CKA 958,I  talked  about  shooting  ourselves  in  the  foot  and  that's  another  example.,I
A4D 48,"‘ If, ’  he  says,  ‘ the  city  council  grants  full  planning  permission  for  The  Galleries  in  the  next  few  weeks,  it  will  not  simply  be  shooting  itself  in  the  foot  but  blowing  off  its  entire  leg . ’",I
K5H 4588,"A  classic  case  of  shooting  ourselves  in  the  foot,  the  chairman,  Sir  Alan  Cockshaw,  admitted  ruefully  yesterday.",I
J1G 2109,He  seems  to  be  playing  really  well  at  the  moment  and  to  let  him  go  at  this  stage  would  be  killing  shooting  ourselves  in  the  foot.,I
KRP 389,"He's    he's  shot  himself  in  the  foot  in  one  sense,  because  he  doesn't  know  what  we've  said  already,  so  he  may  come  and  say  exactly  the  same  thing  that  we've  been  saying,  in  which  case  we  will  cheer  and  you  will  boo.",I
A4U 422,"Sir:  Your  otherwise  sound  leading  article  ('Private  gifts  for  public  arts',  11  October)  shot  itself  hypocritically  in  the  foot  in  its  last  paragraph  by  expressing  irritation  with  corporate  executives  who  ‘ parade  as  great  patrons  while  giving  away  their  shareholders ’  money'.",I
CEL 248,"He  has  made  no  secret  of  his  irritation  with  the  City  and  its  ways,  and   the  group's  disastrous  plunge  to  losses  of  £71m  for  the  year  to  June,  shareholders  are  being  presented  with  a  ‘ sell  me  your  shares  or  shoot  yourselves  in  the  foot ’  type  offer.",I
CK5 81,"It's  like  she  had  a  multi-barrelled  gun,  and  hasn't  just  shot  herself  in  the  foot,  but  shot  herself  everywhere  and  blown  her  own  head  off,  and  no-one  seems  to  have  noticed.",I
A11 276,"It  was  bad  enough  having  to  admit  that  the  APT  train  project  was  a  dead    duck,  but  BR  shot  itself  in  the  foot  and  provided  the  cynical  national  media  with  a  field  day  by  selling  off  some  of  the  vehicles  to  a  Sheffield  scrapyard.",I
K52 4919,"Darlington  manager  Ray  Hankin  put  on  both  substitutes  at  the  start  of  the  second  half  and  the  move  almost  paid  dividends  after  53  minutes  when  Toman  split  the  defence  perfectly  to  find  John  Borthwick  in  the  area,  but  the  substitute's  left-foot  shot  was  well  held  by  the  keeper.",O
