document,sentence,label
B2L 150,"Gyford  (1985b,  p.  27)  goes  so  far  as  to  suggest  that  local  government  reorganization  was  one  of  the  reasons  for  moves  to  the  left  outside  London,  where  older  councillors  were  replaced  not  by  the  hoped  for  technocrats  waiting  in  the  wings,  but  instead  often  by  representatives  of  Labour's  new  left.",I
K4T 8309,"Welsh  international  Pascoe  is  unsettled  at  Roker  and  Stoke  City  are  waiting  in  the  wings  if  Sunderland  drop  their  original  asking  price  of  £500,000.",I
A7W 887,"Canon  Frances  Briscoe  (York)  said  failure  to  pass  the  legislation  to  the  grassroots  would  be  a  ‘ betrayal  of  women  out  in  the  dioceses,  waiting  in  the  wings ’.",I
K1T 2320,"He  says  that  in  a  few  years  gas  will  become  expensive,  and  coal  will  be  waiting  in  the  wings  as  a  cheap  form  of  energy.",I
HJ4 407,"Waiting  in  the  wings,  too,  are  Gabriela  Sabatini,  Conchita  Martinez  and  Jennifer  Capriati.",I
A0F 31,"Waiting  in  the  wings,  there  was  a  young  colleague  of  his  from  his  museum  days,  Paul  Spence,  a  sculpture  man.",I
GW0 1288,"The  tape  controlled  the  entire  show,  including  all  lighting  cues,  and  the  stage  manager  would  have  little  more  to  do  than  read  his  newspaper  and  greenlight  the  girls  as  they  waited  in  the  wings.",I
ADR 601,"Certainly  Stock,  Aitken  and  Waterman  and  the  guardian  angel  figure  of  manager  Terry  Blamey  were  waiting  in  the  wings,  but  would  they  understand  and  care  for  her  in  the  same  way?",I
A14 1047,Meanwhile  still  waiting  in  the  wings  are  the  Cameron's  management  buy-out  team  and  Sunderland  brewers  Vaux.,I
HGN 1042,"They  stick  me  in  some  kind  of  waiting-room  Upstairs,  in  a  wing  of  the  complex  I've  never  seen  before.",O
AHY 236,"And  when  accountant  agrees  with  technologist  that  the  hardware  is  worthless,  the  computer  industry  waits  in  the  wings  with  the  next  generation  wonderbox.",I
HA7 2114,"‘ Ah,  well,  if  it  comes  to  that, ’  Merrill  smiled,  trying  to  dispel  an  atmosphere  of  gathering  intimacy  that  seemed  to  be  waiting  in  the  wings,  ‘ I've  never  imagined  you  actually  sharpening  chisels  and  tramping  about  in  sawdust . ’",I
JY5 826,"Making  her  way  to  the  wings,  then  waiting  for  her  cue,  was  probably  the  hardest  thing  she  had  ever  done  in  her  life.",O
A6X 72,"Waiting  in  the  wings  is  the  C112  supercar,  powered,  we  now  believe,  by  the  new  V12  engine  and  set  to  make  its  first  public  appearance  at  the  Frankfurt  show  in  September.",I
AAK 367,"There  is  no  national  group  comparable  to  East  Germany's  New  Forum  waiting  in  the  wings  or  person,  with  or  without  charisma,  who  seems  likely  to  emerge  as  a   leader  in  the  way  that  Lech  Walesa  emerged  in  Poland  or  Vaclav  Havel  did  in  Czechoslovakia.",I
