document,sentence,label
CDP 330,"You  cannot  proceed  in  business  without  a  licence,  and  the  licensing  authority  (LA)  can  revoke  a  licence  if  its  terms  are  not  strictly  complied  with.",O
A11 446,"The  first  was  to  be  run  on  strictly  business  lines,  while  the  second  needed  financial  support.",I
E9U 1029,Sadly  the  most  vicious  of  these  brought  down  the  rig  on  ‘ Strictly  Business ’  on  only  the  second  outing  for  this  interesting-looking  Castro  newcomer  now  owned  by  Nigel  Musto  (RCYC).,I
CK6 1378,But  it's  a  strictly  taking-care-of-business  cash-in.,O
HGY 2647,"‘ And  although  it's  not  strictly  my  business,  and  I  don't  want  to  pry  into  things  that  aren't  my  concern,  I  do  need  to  know  why  you  told  everyone  that  Gramps  was  Phena's  father  —  No … ’",O
AMU 2472,His  relationship  with  Don  Roberto  had  been  strictly  business  and  even  that  had  been  in  abeyance  since  Trent's  posting  to  Ireland.,I
H0C 747,"From  there  we  cruised  northward  to  Inverness  and  the  Caledonian  Canal,  a  convenient  area  for  them  to  make  day  trips  to  the  various  distilleries,  strictly  on  business,  needless  to  say!",I
J6S 530,"As  will  be  seen  in  4.4  below,  however,  where  Newco  is  to  acquire  Target   its  business  and  assets,  management  strictly  need  to  subscribe  their  shares  in  Newco  once  Newco  has  acquired  control  of  Target.",O
GX5 46,It  is  a  condition  of  employment  for  all  staff  to  sign  and  strictly  adhere  to  a  Code  of  Business  Ethics.,O
HTU 2473,‘ Strictly  business.,I
G1W 1784,Strictly  business . ’,I
HTU 2494,‘ Strictly  business.,I
J6S 565,"Also,  where  Newco  is  acquiring  a  business,  it  seems  it  is   strictly  necessary  to  ensure  that  the  shares  the  managers  subscribe  in  Newco  confer  control  after  the  institutions  have  invested,   they  confer  control  before  then,  assuming  in  this  scenario  that  the  managers  invest  well  before  the  institutions  and  before  the  institutions  are  committed  to  investing.",O
EW1 471,"Law  gave  credence  to  such  fears  by  his  unashamed  espousal  of  the  image  created  round  him;  in  May  1912  he  told  the  National  Union  that  "" nobody  knows  better  than  I  do  that  political  work  cannot  be  done  on  strictly  business  lines,  but  the  nearer  you  can  approach  to  business  lines  the  better  for  the  political  work "" .",I
J7D 1104,"As  we  have  seen,  the  approach  taken  under  the  SGA  1979,  SGSA  1982,  and  SOGIT  1973  is  to  make  the  supplier,  in  the  ordinary  course  of  business,  strictly  liable   the  merchantibility  provisions.",O
CT8 53,"ICL  reiterates  that  its  relationship  with  majority  owner  Fujitsu  remains  strictly  at  arm's  length,  and  that  the  recent  transactions  between  the  two  companies,   ICL's  acquisition  of  Fujitsu  Systems  Business-Europe  were  purely  commercial.",O
JXV 1319,That  was  strictly  business  as  far  as  I  was  concerned . ’,I
B14 1685,"Melia  suggests  that  as  far  as  strictly  medical  treatment  is  concerned,  it  would  be  prudent  to  leave  doctor's  business  to  doctors!",O
A8K 911,"On  November  1,  the  accountants'  copy  of  a  business  plan  for  this  purpose  —  one  of  eight  numbered  copies  each  labelled  ‘ strictly  confidential ’ —  disappeared  from  the  company's  premises.",O
