document,sentence,label
ALC 842,Many  are  conscious  that  the  industry  is  casting  a  critical  eye  at  their  holdings  and  they  see  training  as  one  way  to  establish  their  credibility.,O
FYY 1340,"From  what  Wayne  had  been  able  to  see  of  her  left  eye,  it  had  looked   it  had  a  couple  of  drops  of  blood  in  it.",O
HA1 966,"Neville  had  been  to  see  Private  Eye,  and  its  staff  had  been  courteous,  but  faintly  aloof.",O
CMM 1373,"Don't  cover  the  eye  itself,  as  it  will  want  to  swell,  and  you  will  want  to  be  able  to  see  it.",O
B1C 426,"lurching  in  the  blink  of  an  eye,  daring  to  see  like  a  yes.",O
CJ3 450,This  behaviour  is  almost  too  quick  to  see  with  the  naked  eye.,O
HTG 375,the  corner  of  his  eye  Amiss  could  see  that  the  single  bookshelf  seemed  to  contain  mainly  school  stories  and  adventure  yarns.,O
H8G 8,"He  put  his  telescope  to  his  eye,  and  through  it  he  could  see  the  shapes  of  ten  dogs  pulling  a  sledge  over  the  ice.",O
CN3 3620,"‘ We  don't  always  see  eye  to  eye, ’  Marler  reflected,  blowing  smoke  circles,  ‘ Newman  and  I.  But  he's  had  a  tough  time,  I'll  give  him  that . ’",I
AT7 1594,"The  trouble  is,  we  don't  see  eye  to  eye,  or,  more  correctly,  our  minds  move  in  different  channels.",I
FYV 769,I  don't  see  eye  to  eye  with  Tod  on  all  issues.,I
J17 647,Suddenly  my  eye  leaps  to  four  words  in  brackets  at  the  bottom  of  the  column:  ‘ (See  also  Strategy  Unit) ’.,O
KDY 1654,"Well  I  don't  think  ehm,  she  and,  daughter  in  law  saw  exactly  eye  to  eye  for  a  start.",I
B24 964,"I  remember  one  time,  the  inspector  coming  round  —  we  didn't  always  see  eye-to-eye  —  telling  me  I  hadn't  polished  my  buttons.",I
HNK 2401,"‘ Angela, ’  he  said,  ‘ you  and  me,  we've  not  always  seen  eye  to  eye  recently,  but  we  are  friends.",I
K1W 3236,He's  due  to  visit  an  eye  specialist  tomorrow  to  find  out  whether  he'll  ever  see   his  right  eye  again.,O
FRC 593,"She  knelt  down  and  put  her  eye  to  the  keyhole,  to  see  what  she  could  see.",O
CH6 4963,He  said:  ‘ It's  frightening  to  see  the  eye  of  the  storm  taking  a  direct  aim  at  you . ’,O
G07 3498,"I  look  all  over  my  face,  at  my  eyes,  I  try  to  see  what  my  eyes  say.",O
HHX 8232,"I  see  the  hon.  Member  for  Chislehurst  (Mr.  Sims)  in  his  place  and  I  know  that  he  hopes  to  catch  your  eye,  Mr.  Deputy  Speaker.",O
HHX 16737,"Is  it  not  ironic  that  the  Government  are  introducing  the  Bill  at  a  time  when  virtually  all  the  political  parties  —  parties  which  rarely  find  common  ground,  as  we  have  tragically  and  sadly  witnessed  over  the  years  —  see  eye  to  eye  in  opposing  the  scheme?",I
A6X 1180,He  waited  until  Berthon  —  with  whom  Rudd  had  never  seen  eye  to  eye  —  took  a  holiday  and  grafted  a  new  front  end   Jean  Behra's  car.,I
JY8 3702,"‘ Well,  we  don't  always  see  eye  to  eye  about  things.",I
AE7 1320,"In  consequence,  a  blow  on  the  eye  causes  you  to  see  flashes  of  light.",O
CDM 678,I  would  have  loved  to  touch  them  to  see  what  they  felt  like  but  I  could  see   the  corner  of  my  eye  that  I  was  being  watched.,O
CHE 1353,"the  corner  of  my  eye,  I  could  see  Derek  thinking,  what's  he  going  to  say?",O
G1M 2509,"She  caught  sight  of  a  movement   the  corner  of  her  eye,  whirled,  but  was  too  late  to  see  anything.",O
BN9 1197,Sampson  and  Clarke  certainly  did  not  see  ‘ eye  to  eye ’  and  they  had  the  utmost  contempt  for   as  cricketers.,I
A1V 314,"Short  and  chubby,  he  once  said  that  he  was  the  only  senior  Hong  Kong  official  who  could  see  eye-to-eye  with  the  equally  diminutive  Deng  Xiaoping.",I
EEW 1672,"Madame  Gautier  looked  up  and  caught  Ellie's  eye  just  for  a  moment,  and  the  glance  seemed  to  say,  See?",O
GVP 2855,‘ You  can't  pretend  he's  normal  and  it's  no  secret  that  he  didn't  see  eye  to  eye  with  Alain . ’,I
AYJ 2613,You  should  be  able  to  ‘ see ’  your  audience  in  your  mind's  eye.,O
AJU 423,"At  photo  opportunities  or  on  walkabouts,  he  seemed  to  see  a  Private  Eye  cover  picture  in  every  handshake  or  pram.",O
APW 1536,"She  was  about  to  kick  it  aside,  but  luckily  glanced  up  to  see  Luch's  watchful  eye  on  her.",O
GUX 471,"Looking  at  him,  I  can  see  why  the  ignorant  give  credence  to  the  Evil  Eye.",O
G09 1542,But  it  takes  the  eye  of  an  honest  man  to  see  it . ’,O
ACV 851,"But  what  would  he  be  doing  in  the  middle  of  nowhere … unless  he  was  keeping  an  eye  on  Mungo,  to  see  that  he    was  safe?",O
K4T 1477,"For  some  reason,  we  never  saw  eye  to  eye.",I
ANX 1077,"Zinreich,  the  mechanical  sensor  arm  enables  the  surgeon  to  see  the  exact  relationship  of  the  sinuses  to  critical  areas   the  eye  socket  and  the  brain.",O
CDM 1166,I  must  confess  I  was  as  curious  as  they  were  so  I  kept  an  eye  on  the  cottage  to  see  who  came.,O
CRP 196,"Liberman  found  in  Penn  what  he  considered  the  essence  of  an  original  photographer,  ‘ a  mind,  and  an  eye  that  knows  what  it  wanted  to  see ’.",O
GVP 1281,"Fernand  was  employed  by  the  previous  owner  and  does  not  always  see  eye    to  eye  with  Alain  on  the  way  the  estate  should  be  managed,  but  no … ’",I
CA9 119,"I   incredibly  well,  but  he  said  to  keep  an  eye  on  the  swollen  gland  and  to  see  him  immediately  if  it  grew  in  size.",O
AS3 821,"Ted  and  I  will  never  see  eye  to  eye  about  his  clients,  whom  he  likes,  respects  and  positively  enjoys  dragging  over  hills  to  bag  stags,  whereas  I  loathe  these  numbskulls  who  think  killing  is  ‘ sport ’.",I
HTW 1453,‘ Added  to  which  the  Reichsführer  and  Admiral  Canaris  do  not  always  see  eye  to  eye.,I
FRC 1103,"Aunt  Margaret  crouched  at  the  table  foot,  one  eye  on  the  kettle  to  see  when  it  boiled.",O
C9R 1419,"If  you  happen  to  open  one  sleepy  eye,  can  you  see  the  outline  of  your  familiar  room  and  your  faithful  fluorescent  clock?",O
HPT 1722,Bishops  were  again  brought  in  to  arbitrate;  but  they  did  not  see  eye  to  eye.,I
CR9 2088,"America,  Britain  and  France  do  not  see  eye  to  eye.",I
AJH 494,"THOSE  keen  environmentalists,  Richard  Branson  and  Sir  James  Goldsmith,  are   seeing  eye  to  eye.",I
FU8 567,""" I  don't  always  see  eye  to  eye  with  my  father   about  the  way  things  are  done  here . """,I
BNH 649,"In  my  mind's  eye,  I  see  grey-faced  men  and  women  going  to  work  on  Friday  morning.",O
HJ3 7121,They  don't  always  see  eye  to  eye  but  they  respect  .,I
HA5 2468,"‘ As  you  can  see  from  the  state  of  this  place,  I  have  someone  call  in  regularly  to  keep  an  eye  on  it.",O
EF1 918,"As  Bailey  said,  the  two  of  them  never  saw  eye  to  eye.",I
