document,sentence,label
GUE 863,"It  feathered  her  skin  with  goosebumps,  doubled  her  pulse-rate,  melted  her  knees.",L
H8F 4089,"But,  quite  suddenly,  she  liked  the  feeling  of  danger,  the  small  tingle  that  ran  through  her  nerve-ends,  the  goosepimples  dancing  lightly  over  her  skin.",L
B7H 1883,it  does  not  explain  why  I  respond  with  goose-pimples  to  Bach's   every  time  I  listen  to  it . ’,I
J0Y 765,"goose-pimpled  with  rivets ,",U
A7A 115,"Erika  felt  goose-pimples  on  her  arms  and  the  thought  crossed  her  mind  that,  despite  all  that  had  been  said  to  her  about  courage,  perhaps  she  wasn't  really  cut  out  for  stardom,  after  all.",L
C8B 318,",  goose  pimples  are  formed  on  the  upper  arms  and  legs  when  the  roots  of  the  body  hairs  contract,  trapping  a  layer  of  air  to  provide  insulation.",L
ECK 1311,She  bit  her  lower  lip  to  stifle  the  cry  in  her  throat  and  felt  the  goosepimples  bristling  across  her  skin.,L
H8H 2295,"Standing  this  close  to  Piers  was  enough  to  bring  her  out  in  goose-bumps,  and  she  thought,  I'll  fight  this  desperate  longing  for  him  to  the  end.",I
H97 1141,The  strength  of  its  hold  on  her  gave  her  goose-bumps.,I
JY6 2384,His  breath  fanned  across  her  neck  and  raised  goose-bumps  on  it.,L
HGF 2518,"Five  workmen  stood  near  the  heat,  bare  chests  sweating,  shoulders  goose-pimpled.",L
CKB 1446,"He  also  remembered  the  goose  pimples  that  appeared  on  his  arms  as  the  evening  grew  cooler,  and  how  he  didn't  suggest  they  went  inside  because  he  was  afraid  she  would  say  that  it  was  time  to  go.",L
HA5 1077,"It  was  only  as  she  reached  the  small  turning  leading  to  the  patio  that  she  stopped,  a  momentary  apprehension  bringing  goose-pimples  to  her  skin.",L
C8B 915,I  was  six  years  old  —  it  gave  me  goose  pimples.,U
C9E 405,Goose-bumps.,U
G1W 1045,"‘ Shit, ’  he  murmured  under  his  breath,  goosepimples  plucking  at  his  naked  skin.",L
C8B 315,"Dry,  calloused  skin,  goose-pimpled  arms,  dimpled  thighs,  mottled  flesh  and  spotty  backs  are  all  part  of  the  legacy  of  the  winter.",L
C8B 337,are  blocks  of  volcanic  lava  which  are  ideal  for  treating  goose  pimples.,L
JY6 3571,"‘ Your  goose-bumps  are  getting  goose-bumps, ’  he  said  gently.",I
C8D 2263,"Beneath  his  fingertips,  the  flesh  of  Meryl's  upper  arm  had  contracted  into  goose-bumps,  and  an  uncontrollable  tremor  had  shaken  her  small  frame.",L
CJJ 616,"Goosebumps  coarsened  his  sleek  skin,  and  he  tried  to  still  a  trembling  in  his  limbs.",L
HA5 854,"She  shivered,  running  her  hands  along  her  bare  arms,  feeling  the  goose-pimples.",L
AJ8 321,Ma'moiselle's  billing  shrank  as  Roxanne  and  Carla  and  Yvonne  brought  goose-pimples  to  the  stage.,I
JXS 3526,"With  his  free  hand  he  was  softly  pushing  back  her  hair,  sending  goosebumps  scattering  from  Shiona's  head  to  her  toes.",L
CCW 218,"The  girl,  who  looked   she  had  been  made  in  heaven   peaches  and  cream,  was  wearing  a  few  pieces  of  string  arranged  as  a  bikini,  high  heels,  the  goose-pimples,  and  nothing  else.",L
H8F 3167,"Despite  the  heat  of  the  sun,  her  skin  was  crawling  with  goosepimples.",L
