document,sentence,label
F9C 2525,"And  when  they  died  and  the  fleas  had  finished  feasting  on  their  blood,  which  was  by  then  putrid  and  crawling  with  the  bacilli,  the  fleas  looked  round  for  another  host,  and  if  they  could  not  find  another  rat,  or  any  small  hairy  creature  to  their  liking,  they  settled  for  the  next  best  thing,  which  was  usually  human.",I
K1S 2652,But  he's  done  the  next  best  thing  by  getting  himself  a  uniform  and  a  car.,I
CGL 140,"It  would  have  been  impossible  to  have  brought  an  airliner  into  the  gallery  —  they  must  remain  at  the  Museum's  ‘ out-station ’  at  Wroughton,  Wilts,  but  the  next  best  thing  was  achieved.",I
H10 1064,"The  next  best  thing  is  to  read,  with  real  care  and  attention,  detailed  accounts  of  modern  fieldwork   are  provided  by  the  two  Hugh-Jones  volumes.",I
ABR 946,"Then  a  curious  thing  happened  —  England  suddenly  began  to  win,  with  nine  of  the  next  ten  meetings  going  their  way,  and  even  while  their  Test  form  was  wretched  somehow  turned  themselves  into  perhaps  the  best  one-day  side  in  the  world.",O
CTY 469,"Sartre's  stress  on  the  role  of  the  subject  also  finds  approval  because  many  of  those   prepared  to  argue  for  a  general  theory  of  history  as  the  progress  of  a  single  narrative  of  class-struggle,  have  begun  to  argue  instead  for  a  return  of  its  correlative,  the  subject,  almost   it  was  the  next  best  thing  in  the  absence  of  history  itself.",I
CB4 428,"What  he  would  have   profited  from  at  the  beginning,  he  believes,  was  a  coach  and  it  was  only  some  time  after  he  joined  the  Vets  movement  that  he  found  the  next  best  thing,  encouragement  and  advice  from  a  distinguished  Vet  member  of  Cambridge  Harriers,  David  Coward.",I
HGN 2846,"Next  thing  they  know,  all  hell  breaks  loose  upstairs:  they  find  their  best  brass  candlesticks  snapped  in  half   they  were  toothpicks,  and  the  pot  where  their  dinner  is  cooking  on  the  hearth  fills  up  with  ashes.",O
H0F 1118,"Here  we  are,  then,  me  and  Anna,  starving  romantically  in  the  next  best  thing  to  a  garret:  a  tiny  room  in  a  dreadful  hotel  near  the  Pantheon.",I
B09 319,"Unable  to  obtain  sanction  for  purchasing  new  cars,  Manager  Luff  decided  that  the  next    best  thing  would  be  to  re-equip  the  1939  sun-saloon  cars  and  six  1937  railcoaches,  to  make  eighteen  ‘  ’  for  Marton.",I
G06 234,"I  consoled  myself;  for  if  it  is  not  possible  to  be  free,  perhaps  to  be  hidden  is  the  next  best  thing,  and  Lili's  presence  gave  me,  as  the  hours  went  by,  the  feeling  that  I  was  growing  less  visible.",I
CGN 208,"So,  the  challenge  was  on  —  we  couldn't  guarantee  the  real  Costner  for  Ellen  but  she  said  she  would  be  happy  with  the  next  best  thing.",I
HWL 929,"But  the  next  best  thing  is  a  taxi,  which  can  always  bend  the  odd  rule  and  rewrite  bits  of  the  Highway  Code  without  attracting  too  much  attention.",I
H9N 495,‘ I  remember  this  place  when  it  was  the  next  best  thing  to  an  orphanage.,I
K4V 2430,"Ecstasy's  been  described  as  the  next  best  thing  to  an  orgasm,  so  if  your  life  feels  empty  it  can  appear  to  fill  that  gap  quite  nicely . ’",I
ECT 2593,"He  can't  ask  them,  so  he  is  doing  the  next  best  thing.",I
JXY 566,"‘ Well,  we  can't  always  guarantee  the  sun,  but  the  pool's  the  next  best  thing  to  the  sea . ’",I
HTL 973,‘ And  I'm  the  next  best  thing? ’,I
