document,sentence,label
AAP 364,"Oh:  car  of  menace,  car  of  blight  Cars  the  atmosphere  ignite  Greenhouse  warming,  Havoc  forming  Parkinson  must  see  us  right  We're   with  entropy  Gaia,  Ecosphere,  synergy  Words  for  greening  But  their  meaning's  A  linguistic  mystery  Oh:  politicians  must  invent  Worship  of  environment  Genuflecting  by  reflecting  Words  of  verdant  bafflement  Now  our  water's  unfit  to  drink  Too  much  aluminium  and  zinc  No  solution  To  pollution  No-one  can  stand  the  stink  Oh:  public  filth  and  pestilence  Highlights  private  opulence  Does  the  glitter,  clear  the  litter  All  it  needs  is  pounds  and  pence  GOD  REST  YE  MERRY  God  rest  ye  merry,  gentle  Greens  Let  nothing  you  dismay  The  much  foretold  apocalypse  Is  now  well   Not  even  Mr  Gorbachev  Can  stop  the  world's  decay  Oh,  tidings  of  comfort  and  joy,  Oh,  tidings  of  comfort  and  joy  We  can't  eat  meat  or  hens  or  fish  The  farming  is  too  cruel  The  only  food  we  now  permit  Is  foul  organic  gruel  Irradiated  food  and  veg  Now  double  up  as  fuel  Oh  tidings  of  comfort  and  joy,  Oh  tidings  of  comfort  and  joy  Now  everybody  wants  a  car  Though  noise  and  fumes  are  vile  The  Iron  Curtain  fractures  and  The  jams  stretch  back  for  miles  Mobility  and  liberty  Cannot  be  reconciled  Oh  tidings  of  comfort  and  joy,  Oh  tidings  of  comfort  and  joy  We  think  that  greenhouse  warming  will  Bring  on  the  world's  demise  If  forests  burn  it's  not  just  trees  but  mankind  too  that  fries  But  all  this  may  be  garbage  Because  scientists  tell  lies  Oh  tidings  of  comfort  and  joy,  Oh  tidings  of  comfort  and  joy  Consumers  must  buy  less  to  reach  Sustainability  For  galloping  consumption  is  More  lethal  than  TB  So  much  for  Third  World  dreams  of  fleeing  Grinding  poverty  Oh  tidings  of  comfort  and  joy,  Oh  tidings  of  comfort  and  joy  Unless  we  stop  producing  kids  The  planet  will  not  cope  No  hope  for  birth  controllers  short  of  Kidnapping  the  Pope  But  since  the  Greens  recycle  people  they  May  turn  us  into  soap  Oh  tidings  of  comfort  and  joy,  Oh  tidings  of  comfort  and  joy  In  searching  for  clean  energy  The  choice  is  pretty  stark  The  floods  that  come  when  coal  is  burnt  will  keep  us  in  the  Ark  But  had  Lord  Marshall  got  his  way  We'd  all  glow  in  the  dark  Oh  tidings  of  comfort  and  joy,  Oh  tidings  of  comfort  and  joy  Dumb  animals  are  much  preferrred  To  flawed  humanity  Ill-treatment  of  old  people  may  Provoke  insanity  But  culling  seals  and  whales  is  judged  The  worst  profanity  Oh  tidings  of  comfort  and  joy,  Oh  tidings  of  comfort  and  joy  Now  Mrs  Thatcher  goes  bright  green  A  highly  suspect  hue  Her  policies  have  after  all  Kept  filth  and  squalor  blue  It's  just  another  way  she's  found  To  tell  us  what  to  do  Oh,  tidings  of  comfort  and  joy,  Oh  tidings  of  comfort  and  joy  With  greenhouse  gases,  PCBs  Sulphuric  acid  rain  This  fragile  globe's  environment  Is  going  down  the  drain  It  is  a  cosmic  punishment  That  we  can't  start  again  Oh,  tidings  of  comfort  and  joy,  Oh  tidings  of  comfort  and  joy  Melanie  Phillips  OVERNIGHT  FILE",0.718497165
HA2 1195,"They'd  come  up  together  in  the  crime  world,  she  reflected  and  she  was  sorry  that  her  findings  were  clearly  causing  him  trouble.",I
CH8 1460,"My  sister  —  the  one  just  younger  than  me  —  and  I  used  to  share  all  the  jobs  in  the  house  —  if  she  washed  up  one  day  I  did  the  drying  up  ,  but  when  my  grandad  came  to  live  with  us,  he  thought  the  world  of  her  so  he  did  all  her  jobs,  and  she'd  come  to  me  and  taunt  me,  and  that  used  to  incense  me.",O
CKN 1036,"I  was  before  I  came  up  in  the  world,  true,  but  lower-middle-class,  not  working-class.",I
KRL 5228,"And  study  after  study  comes  up,  even  in  this  brave  new  world,  about  the  fact  that  only  eight   or  so  of  the  child  care  is  actually  done  by  men,  and  this  goes  right  across  the  classes.",O
HHC 2411,From  what  I've  heard  he's  come  up  in  the  world  since  he  went  to  work  for  Christian  Timms.,I
H7P 1659,""" Come  up  in  the  world.",I
B3F 675,"Perhaps  he  thought  that  if  he  made  a  success  of  the  concert  party,  word  would  get  around  amongst  show  business  that  here  was  someone  to  keep  an  eye  on,  and  his  big  chance  might  come;  that    someone  important  in  the  music  world  might  come   him  with  a  contract  in  his  hand  and  sign  him  up  for  the  next  ten  years  as  a  successor  to  Sir  Malcolm  Sargeant.",O
BM1 1757,"Children  need  to  feel  safe  and  secure  about  the  world  they  grow  up  in,  and  it  is  unwise  to  give  them  the  idea  that  everything  they  eat  or  come  into  contact  with  is  a  potential  threat.",O
ACW 761,"When  Sweetheart  fixed  her  hair  and  make-up  a  certain  way  and  dressed  up  in  the  clothes  she  made  on  her  treadle  sewing  machine,  she  looked  for  all  the  world  like  Jane  Russell  come  to  life  from  the  big  screen.",O
